instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
11972354,46767,NIFTY25D0225550CE,NIFTY,0.0,2025-12-02,25550.0,0.05,75,CE,NFO-OPT,NFO
11972610,46768,NIFTY25D0225550PE,NIFTY,0.0,2025-12-02,25550.0,0.05,75,PE,NFO-OPT,NFO
11971842,46765,NIFTY25D0225500CE,NIFTY,0.0,2025-12-02,25500.0,0.05,75,CE,NFO-OPT,NFO
11972098,46766,NIFTY25D0225500PE,NIFTY,0.0,2025-12-02,25500.0,0.05,75,PE,NFO-OPT,NFO
11971330,46763,NIFTY25D0225450CE,NIFTY,0.0,2025-12-02,25450.0,0.05,75,CE,NFO-OPT,NFO
11971586,46764,NIFTY25D0225450PE,NIFTY,0.0,2025-12-02,25450.0,0.05,75,PE,NFO-OPT,NFO
11970818,46761,NIFTY25D0225400CE,NIFTY,0.0,2025-12-02,25400.0,0.05,75,CE,NFO-OPT,NFO
11971074,46762,NIFTY25D0225400PE,NIFTY,0.0,2025-12-02,25400.0,0.05,75,PE,NFO-OPT,NFO
11970050,46758,NIFTY25D0225350CE,NIFTY,0.0,2025-12-02,25350.0,0.05,75,CE,NFO-OPT,NFO
11970562,46760,NIFTY25D0225350PE,NIFTY,0.0,2025-12-02,25350.0,0.05,75,PE,NFO-OPT,NFO
11968258,46751,NIFTY25D0225300CE,NIFTY,0.0,2025-12-02,25300.0,0.05,75,CE,NFO-OPT,NFO
11969794,46757,NIFTY25D0225300PE,NIFTY,0.0,2025-12-02,25300.0,0.05,75,PE,NFO-OPT,NFO
11967746,46749,NIFTY25D0225250CE,NIFTY,0.0,2025-12-02,25250.0,0.05,75,CE,NFO-OPT,NFO
11968002,46750,NIFTY25D0225250PE,NIFTY,0.0,2025-12-02,25250.0,0.05,75,PE,NFO-OPT,NFO
11966722,46745,NIFTY25D0225200CE,NIFTY,0.0,2025-12-02,25200.0,0.05,75,CE,NFO-OPT,NFO
11967490,46748,NIFTY25D0225200PE,NIFTY,0.0,2025-12-02,25200.0,0.05,75,PE,NFO-OPT,NFO
11966210,46743,NIFTY25D0225150CE,NIFTY,0.0,2025-12-02,25150.0,0.05,75,CE,NFO-OPT,NFO
11966466,46744,NIFTY25D0225150PE,NIFTY,0.0,2025-12-02,25150.0,0.05,75,PE,NFO-OPT,NFO
11965698,46741,NIFTY25D0225100CE,NIFTY,0.0,2025-12-02,25100.0,0.05,75,CE,NFO-OPT,NFO
11965954,46742,NIFTY25D0225100PE,NIFTY,0.0,2025-12-02,25100.0,0.05,75,PE,NFO-OPT,NFO
11964674,46737,NIFTY25D0225050CE,NIFTY,0.0,2025-12-02,25050.0,0.05,75,CE,NFO-OPT,NFO
11965442,46740,NIFTY25D0225050PE,NIFTY,0.0,2025-12-02,25050.0,0.05,75,PE,NFO-OPT,NFO
11964162,46735,NIFTY25D0225000CE,NIFTY,0.0,2025-12-02,25000.0,0.05,75,CE,NFO-OPT,NFO
11964418,46736,NIFTY25D0225000PE,NIFTY,0.0,2025-12-02,25000.0,0.05,75,PE,NFO-OPT,NFO
11963650,46733,NIFTY25D0224950CE,NIFTY,0.0,2025-12-02,24950.0,0.05,75,CE,NFO-OPT,NFO
11963906,46734,NIFTY25D0224950PE,NIFTY,0.0,2025-12-02,24950.0,0.05,75,PE,NFO-OPT,NFO
11962626,46729,NIFTY25D0224900CE,NIFTY,0.0,2025-12-02,24900.0,0.05,75,CE,NFO-OPT,NFO
11963394,46732,NIFTY25D0224900PE,NIFTY,0.0,2025-12-02,24900.0,0.05,75,PE,NFO-OPT,NFO
11961602,46725,NIFTY25D0224850CE,NIFTY,0.0,2025-12-02,24850.0,0.05,75,CE,NFO-OPT,NFO
11962370,46728,NIFTY25D0224850PE,NIFTY,0.0,2025-12-02,24850.0,0.05,75,PE,NFO-OPT,NFO
11960578,46721,NIFTY25D0224800CE,NIFTY,0.0,2025-12-02,24800.0,0.05,75,CE,NFO-OPT,NFO
11961346,46724,NIFTY25D0224800PE,NIFTY,0.0,2025-12-02,24800.0,0.05,75,PE,NFO-OPT,NFO
11960066,46719,NIFTY25D0224750CE,NIFTY,0.0,2025-12-02,24750.0,0.05,75,CE,NFO-OPT,NFO
11960322,46720,NIFTY25D0224750PE,NIFTY,0.0,2025-12-02,24750.0,0.05,75,PE,NFO-OPT,NFO
11958530,46713,NIFTY25D0224700CE,NIFTY,0.0,2025-12-02,24700.0,0.05,75,CE,NFO-OPT,NFO
11959298,46716,NIFTY25D0224700PE,NIFTY,0.0,2025-12-02,24700.0,0.05,75,PE,NFO-OPT,NFO
11958018,46711,NIFTY25D0224650CE,NIFTY,0.0,2025-12-02,24650.0,0.05,75,CE,NFO-OPT,NFO
11958274,46712,NIFTY25D0224650PE,NIFTY,0.0,2025-12-02,24650.0,0.05,75,PE,NFO-OPT,NFO
11957506,46709,NIFTY25D0224600CE,NIFTY,0.0,2025-12-02,24600.0,0.05,75,CE,NFO-OPT,NFO
11957762,46710,NIFTY25D0224600PE,NIFTY,0.0,2025-12-02,24600.0,0.05,75,PE,NFO-OPT,NFO
11956738,46706,NIFTY25D0224550CE,NIFTY,0.0,2025-12-02,24550.0,0.05,75,CE,NFO-OPT,NFO
11957250,46708,NIFTY25D0224550PE,NIFTY,0.0,2025-12-02,24550.0,0.05,75,PE,NFO-OPT,NFO
11956226,46704,NIFTY25D0224500CE,NIFTY,0.0,2025-12-02,24500.0,0.05,75,CE,NFO-OPT,NFO
11956482,46705,NIFTY25D0224500PE,NIFTY,0.0,2025-12-02,24500.0,0.05,75,PE,NFO-OPT,NFO
11954946,46699,NIFTY25D0224450CE,NIFTY,0.0,2025-12-02,24450.0,0.05,75,CE,NFO-OPT,NFO
11955970,46703,NIFTY25D0224450PE,NIFTY,0.0,2025-12-02,24450.0,0.05,75,PE,NFO-OPT,NFO
11954434,46697,NIFTY25D0224400CE,NIFTY,0.0,2025-12-02,24400.0,0.05,75,CE,NFO-OPT,NFO
11954690,46698,NIFTY25D0224400PE,NIFTY,0.0,2025-12-02,24400.0,0.05,75,PE,NFO-OPT,NFO
11953922,46695,NIFTY25D0224350CE,NIFTY,0.0,2025-12-02,24350.0,0.05,75,CE,NFO-OPT,NFO
11954178,46696,NIFTY25D0224350PE,NIFTY,0.0,2025-12-02,24350.0,0.05,75,PE,NFO-OPT,NFO
11951874,46687,NIFTY25D0224300CE,NIFTY,0.0,2025-12-02,24300.0,0.05,75,CE,NFO-OPT,NFO
11953666,46694,NIFTY25D0224300PE,NIFTY,0.0,2025-12-02,24300.0,0.05,75,PE,NFO-OPT,NFO
11951362,46685,NIFTY25D0224250CE,NIFTY,0.0,2025-12-02,24250.0,0.05,75,CE,NFO-OPT,NFO
11951618,46686,NIFTY25D0224250PE,NIFTY,0.0,2025-12-02,24250.0,0.05,75,PE,NFO-OPT,NFO
11950850,46683,NIFTY25D0224200CE,NIFTY,0.0,2025-12-02,24200.0,0.05,75,CE,NFO-OPT,NFO
11951106,46684,NIFTY25D0224200PE,NIFTY,0.0,2025-12-02,24200.0,0.05,75,PE,NFO-OPT,NFO
11950338,46681,NIFTY25D0224150CE,NIFTY,0.0,2025-12-02,24150.0,0.05,75,CE,NFO-OPT,NFO
11950594,46682,NIFTY25D0224150PE,NIFTY,0.0,2025-12-02,24150.0,0.05,75,PE,NFO-OPT,NFO
11949826,46679,NIFTY25D0224100CE,NIFTY,0.0,2025-12-02,24100.0,0.05,75,CE,NFO-OPT,NFO
11950082,46680,NIFTY25D0224100PE,NIFTY,0.0,2025-12-02,24100.0,0.05,75,PE,NFO-OPT,NFO
11949314,46677,NIFTY25D0224050CE,NIFTY,0.0,2025-12-02,24050.0,0.05,75,CE,NFO-OPT,NFO
11949570,46678,NIFTY25D0224050PE,NIFTY,0.0,2025-12-02,24050.0,0.05,75,PE,NFO-OPT,NFO
11948802,46675,NIFTY25D0224000CE,NIFTY,0.0,2025-12-02,24000.0,0.05,75,CE,NFO-OPT,NFO
11949058,46676,NIFTY25D0224000PE,NIFTY,0.0,2025-12-02,24000.0,0.05,75,PE,NFO-OPT,NFO
11947266,46669,NIFTY25D0223950CE,NIFTY,0.0,2025-12-02,23950.0,0.05,75,CE,NFO-OPT,NFO
11948546,46674,NIFTY25D0223950PE,NIFTY,0.0,2025-12-02,23950.0,0.05,75,PE,NFO-OPT,NFO
11946754,46667,NIFTY25D0223900CE,NIFTY,0.0,2025-12-02,23900.0,0.05,75,CE,NFO-OPT,NFO
11947010,46668,NIFTY25D0223900PE,NIFTY,0.0,2025-12-02,23900.0,0.05,75,PE,NFO-OPT,NFO
11945986,46664,NIFTY25D0223850CE,NIFTY,0.0,2025-12-02,23850.0,0.05,75,CE,NFO-OPT,NFO
11946498,46666,NIFTY25D0223850PE,NIFTY,0.0,2025-12-02,23850.0,0.05,75,PE,NFO-OPT,NFO
11945474,46662,NIFTY25D0223800CE,NIFTY,0.0,2025-12-02,23800.0,0.05,75,CE,NFO-OPT,NFO
11945730,46663,NIFTY25D0223800PE,NIFTY,0.0,2025-12-02,23800.0,0.05,75,PE,NFO-OPT,NFO
11943682,46655,NIFTY25D0223750CE,NIFTY,0.0,2025-12-02,23750.0,0.05,75,CE,NFO-OPT,NFO
11945218,46661,NIFTY25D0223750PE,NIFTY,0.0,2025-12-02,23750.0,0.05,75,PE,NFO-OPT,NFO
10727682,41905,NIFTY25D0926050CE,NIFTY,0.0,2025-12-09,26050.0,0.05,75,CE,NFO-OPT,NFO
10727938,41906,NIFTY25D0926050PE,NIFTY,0.0,2025-12-09,26050.0,0.05,75,PE,NFO-OPT,NFO
10728194,41907,NIFTY25D0926100CE,NIFTY,0.0,2025-12-09,26100.0,0.05,75,CE,NFO-OPT,NFO
10728450,41908,NIFTY25D0926100PE,NIFTY,0.0,2025-12-09,26100.0,0.05,75,PE,NFO-OPT,NFO
10727170,41903,NIFTY25D0926000CE,NIFTY,0.0,2025-12-09,26000.0,0.05,75,CE,NFO-OPT,NFO
10727426,41904,NIFTY25D0926000PE,NIFTY,0.0,2025-12-09,26000.0,0.05,75,PE,NFO-OPT,NFO
10728706,41909,NIFTY25D0926150CE,NIFTY,0.0,2025-12-09,26150.0,0.05,75,CE,NFO-OPT,NFO
10728962,41910,NIFTY25D0926150PE,NIFTY,0.0,2025-12-09,26150.0,0.05,75,PE,NFO-OPT,NFO
10721538,41881,NIFTY25D0925950CE,NIFTY,0.0,2025-12-09,25950.0,0.05,75,CE,NFO-OPT,NFO
10721794,41882,NIFTY25D0925950PE,NIFTY,0.0,2025-12-09,25950.0,0.05,75,PE,NFO-OPT,NFO
10729730,41913,NIFTY25D0926200CE,NIFTY,0.0,2025-12-09,26200.0,0.05,75,CE,NFO-OPT,NFO
10729986,41914,NIFTY25D0926200PE,NIFTY,0.0,2025-12-09,26200.0,0.05,75,PE,NFO-OPT,NFO
10721026,41879,NIFTY25D0925900CE,NIFTY,0.0,2025-12-09,25900.0,0.05,75,CE,NFO-OPT,NFO
10721282,41880,NIFTY25D0925900PE,NIFTY,0.0,2025-12-09,25900.0,0.05,75,PE,NFO-OPT,NFO
10730242,41915,NIFTY25D0926250CE,NIFTY,0.0,2025-12-09,26250.0,0.05,75,CE,NFO-OPT,NFO
10730498,41916,NIFTY25D0926250PE,NIFTY,0.0,2025-12-09,26250.0,0.05,75,PE,NFO-OPT,NFO
10720514,41877,NIFTY25D0925850CE,NIFTY,0.0,2025-12-09,25850.0,0.05,75,CE,NFO-OPT,NFO
10720770,41878,NIFTY25D0925850PE,NIFTY,0.0,2025-12-09,25850.0,0.05,75,PE,NFO-OPT,NFO
10730754,41917,NIFTY25D0926300CE,NIFTY,0.0,2025-12-09,26300.0,0.05,75,CE,NFO-OPT,NFO
10731010,41918,NIFTY25D0926300PE,NIFTY,0.0,2025-12-09,26300.0,0.05,75,PE,NFO-OPT,NFO
10720002,41875,NIFTY25D0925800CE,NIFTY,0.0,2025-12-09,25800.0,0.05,75,CE,NFO-OPT,NFO
10720258,41876,NIFTY25D0925800PE,NIFTY,0.0,2025-12-09,25800.0,0.05,75,PE,NFO-OPT,NFO
10731778,41921,NIFTY25D0926350CE,NIFTY,0.0,2025-12-09,26350.0,0.05,75,CE,NFO-OPT,NFO
10732034,41922,NIFTY25D0926350PE,NIFTY,0.0,2025-12-09,26350.0,0.05,75,PE,NFO-OPT,NFO
10716418,41861,NIFTY25D0925750CE,NIFTY,0.0,2025-12-09,25750.0,0.05,75,CE,NFO-OPT,NFO
10716674,41862,NIFTY25D0925750PE,NIFTY,0.0,2025-12-09,25750.0,0.05,75,PE,NFO-OPT,NFO
10732290,41923,NIFTY25D0926400CE,NIFTY,0.0,2025-12-09,26400.0,0.05,75,CE,NFO-OPT,NFO
10732546,41924,NIFTY25D0926400PE,NIFTY,0.0,2025-12-09,26400.0,0.05,75,PE,NFO-OPT,NFO
10715394,41857,NIFTY25D0925700CE,NIFTY,0.0,2025-12-09,25700.0,0.05,75,CE,NFO-OPT,NFO
10715650,41858,NIFTY25D0925700PE,NIFTY,0.0,2025-12-09,25700.0,0.05,75,PE,NFO-OPT,NFO
10733058,41926,NIFTY25D0926450PE,NIFTY,0.0,2025-12-09,26450.0,0.05,75,PE,NFO-OPT,NFO
10758914,42027,NIFTY25D0927950CE,NIFTY,0.0,2025-12-09,27950.0,0.05,75,CE,NFO-OPT,NFO
10759170,42028,NIFTY25D0927950PE,NIFTY,0.0,2025-12-09,27950.0,0.05,75,PE,NFO-OPT,NFO
10758402,42025,NIFTY25D0927900CE,NIFTY,0.0,2025-12-09,27900.0,0.05,75,CE,NFO-OPT,NFO
10758658,42026,NIFTY25D0927900PE,NIFTY,0.0,2025-12-09,27900.0,0.05,75,PE,NFO-OPT,NFO
10757890,42023,NIFTY25D0927850CE,NIFTY,0.0,2025-12-09,27850.0,0.05,75,CE,NFO-OPT,NFO
10758146,42024,NIFTY25D0927850PE,NIFTY,0.0,2025-12-09,27850.0,0.05,75,PE,NFO-OPT,NFO
10757378,42021,NIFTY25D0927800CE,NIFTY,0.0,2025-12-09,27800.0,0.05,75,CE,NFO-OPT,NFO
10757634,42022,NIFTY25D0927800PE,NIFTY,0.0,2025-12-09,27800.0,0.05,75,PE,NFO-OPT,NFO
10756866,42019,NIFTY25D0927750CE,NIFTY,0.0,2025-12-09,27750.0,0.05,75,CE,NFO-OPT,NFO
10757122,42020,NIFTY25D0927750PE,NIFTY,0.0,2025-12-09,27750.0,0.05,75,PE,NFO-OPT,NFO
10756354,42017,NIFTY25D0927700CE,NIFTY,0.0,2025-12-09,27700.0,0.05,75,CE,NFO-OPT,NFO
10756610,42018,NIFTY25D0927700PE,NIFTY,0.0,2025-12-09,27700.0,0.05,75,PE,NFO-OPT,NFO
10755842,42015,NIFTY25D0927650CE,NIFTY,0.0,2025-12-09,27650.0,0.05,75,CE,NFO-OPT,NFO
10756098,42016,NIFTY25D0927650PE,NIFTY,0.0,2025-12-09,27650.0,0.05,75,PE,NFO-OPT,NFO
10755330,42013,NIFTY25D0927600CE,NIFTY,0.0,2025-12-09,27600.0,0.05,75,CE,NFO-OPT,NFO
10755586,42014,NIFTY25D0927600PE,NIFTY,0.0,2025-12-09,27600.0,0.05,75,PE,NFO-OPT,NFO
10754818,42011,NIFTY25D0927550CE,NIFTY,0.0,2025-12-09,27550.0,0.05,75,CE,NFO-OPT,NFO
10755074,42012,NIFTY25D0927550PE,NIFTY,0.0,2025-12-09,27550.0,0.05,75,PE,NFO-OPT,NFO
10753794,42007,NIFTY25D0927500CE,NIFTY,0.0,2025-12-09,27500.0,0.05,75,CE,NFO-OPT,NFO
10754050,42008,NIFTY25D0927500PE,NIFTY,0.0,2025-12-09,27500.0,0.05,75,PE,NFO-OPT,NFO
10752770,42003,NIFTY25D0927450CE,NIFTY,0.0,2025-12-09,27450.0,0.05,75,CE,NFO-OPT,NFO
10753026,42004,NIFTY25D0927450PE,NIFTY,0.0,2025-12-09,27450.0,0.05,75,PE,NFO-OPT,NFO
10751746,41999,NIFTY25D0927400CE,NIFTY,0.0,2025-12-09,27400.0,0.05,75,CE,NFO-OPT,NFO
10752002,42000,NIFTY25D0927400PE,NIFTY,0.0,2025-12-09,27400.0,0.05,75,PE,NFO-OPT,NFO
10751234,41997,NIFTY25D0927350CE,NIFTY,0.0,2025-12-09,27350.0,0.05,75,CE,NFO-OPT,NFO
10751490,41998,NIFTY25D0927350PE,NIFTY,0.0,2025-12-09,27350.0,0.05,75,PE,NFO-OPT,NFO
10750722,41995,NIFTY25D0927300CE,NIFTY,0.0,2025-12-09,27300.0,0.05,75,CE,NFO-OPT,NFO
10750978,41996,NIFTY25D0927300PE,NIFTY,0.0,2025-12-09,27300.0,0.05,75,PE,NFO-OPT,NFO
10750210,41993,NIFTY25D0927250CE,NIFTY,0.0,2025-12-09,27250.0,0.05,75,CE,NFO-OPT,NFO
10750466,41994,NIFTY25D0927250PE,NIFTY,0.0,2025-12-09,27250.0,0.05,75,PE,NFO-OPT,NFO
10749698,41991,NIFTY25D0927200CE,NIFTY,0.0,2025-12-09,27200.0,0.05,75,CE,NFO-OPT,NFO
10749954,41992,NIFTY25D0927200PE,NIFTY,0.0,2025-12-09,27200.0,0.05,75,PE,NFO-OPT,NFO
10749186,41989,NIFTY25D0927150CE,NIFTY,0.0,2025-12-09,27150.0,0.05,75,CE,NFO-OPT,NFO
10749442,41990,NIFTY25D0927150PE,NIFTY,0.0,2025-12-09,27150.0,0.05,75,PE,NFO-OPT,NFO
10748674,41987,NIFTY25D0927100CE,NIFTY,0.0,2025-12-09,27100.0,0.05,75,CE,NFO-OPT,NFO
10748930,41988,NIFTY25D0927100PE,NIFTY,0.0,2025-12-09,27100.0,0.05,75,PE,NFO-OPT,NFO
10745090,41973,NIFTY25D0927050CE,NIFTY,0.0,2025-12-09,27050.0,0.05,75,CE,NFO-OPT,NFO
10745346,41974,NIFTY25D0927050PE,NIFTY,0.0,2025-12-09,27050.0,0.05,75,PE,NFO-OPT,NFO
10744578,41971,NIFTY25D0927000CE,NIFTY,0.0,2025-12-09,27000.0,0.05,75,CE,NFO-OPT,NFO
10744834,41972,NIFTY25D0927000PE,NIFTY,0.0,2025-12-09,27000.0,0.05,75,PE,NFO-OPT,NFO
10744066,41969,NIFTY25D0926950CE,NIFTY,0.0,2025-12-09,26950.0,0.05,75,CE,NFO-OPT,NFO
10744322,41970,NIFTY25D0926950PE,NIFTY,0.0,2025-12-09,26950.0,0.05,75,PE,NFO-OPT,NFO
10743554,41967,NIFTY25D0926900CE,NIFTY,0.0,2025-12-09,26900.0,0.05,75,CE,NFO-OPT,NFO
10743810,41968,NIFTY25D0926900PE,NIFTY,0.0,2025-12-09,26900.0,0.05,75,PE,NFO-OPT,NFO
10742018,41961,NIFTY25D0926850CE,NIFTY,0.0,2025-12-09,26850.0,0.05,75,CE,NFO-OPT,NFO
10742274,41962,NIFTY25D0926850PE,NIFTY,0.0,2025-12-09,26850.0,0.05,75,PE,NFO-OPT,NFO
10741506,41959,NIFTY25D0926800CE,NIFTY,0.0,2025-12-09,26800.0,0.05,75,CE,NFO-OPT,NFO
10741762,41960,NIFTY25D0926800PE,NIFTY,0.0,2025-12-09,26800.0,0.05,75,PE,NFO-OPT,NFO
10739970,41953,NIFTY25D0926750CE,NIFTY,0.0,2025-12-09,26750.0,0.05,75,CE,NFO-OPT,NFO
10740226,41954,NIFTY25D0926750PE,NIFTY,0.0,2025-12-09,26750.0,0.05,75,PE,NFO-OPT,NFO
10737922,41945,NIFTY25D0926700CE,NIFTY,0.0,2025-12-09,26700.0,0.05,75,CE,NFO-OPT,NFO
10738178,41946,NIFTY25D0926700PE,NIFTY,0.0,2025-12-09,26700.0,0.05,75,PE,NFO-OPT,NFO
10737410,41943,NIFTY25D0926650CE,NIFTY,0.0,2025-12-09,26650.0,0.05,75,CE,NFO-OPT,NFO
10737666,41944,NIFTY25D0926650PE,NIFTY,0.0,2025-12-09,26650.0,0.05,75,PE,NFO-OPT,NFO
10736386,41939,NIFTY25D0926600CE,NIFTY,0.0,2025-12-09,26600.0,0.05,75,CE,NFO-OPT,NFO
10736642,41940,NIFTY25D0926600PE,NIFTY,0.0,2025-12-09,26600.0,0.05,75,PE,NFO-OPT,NFO
10735362,41935,NIFTY25D0926550CE,NIFTY,0.0,2025-12-09,26550.0,0.05,75,CE,NFO-OPT,NFO
10735618,41936,NIFTY25D0926550PE,NIFTY,0.0,2025-12-09,26550.0,0.05,75,PE,NFO-OPT,NFO
10733314,41927,NIFTY25D0926500CE,NIFTY,0.0,2025-12-09,26500.0,0.05,75,CE,NFO-OPT,NFO
10733570,41928,NIFTY25D0926500PE,NIFTY,0.0,2025-12-09,26500.0,0.05,75,PE,NFO-OPT,NFO
10732802,41925,NIFTY25D0926450CE,NIFTY,0.0,2025-12-09,26450.0,0.05,75,CE,NFO-OPT,NFO
10710274,41837,NIFTY25D0925650CE,NIFTY,0.0,2025-12-09,25650.0,0.05,75,CE,NFO-OPT,NFO
10710530,41838,NIFTY25D0925650PE,NIFTY,0.0,2025-12-09,25650.0,0.05,75,PE,NFO-OPT,NFO
10709762,41835,NIFTY25D0925600CE,NIFTY,0.0,2025-12-09,25600.0,0.05,75,CE,NFO-OPT,NFO
10710018,41836,NIFTY25D0925600PE,NIFTY,0.0,2025-12-09,25600.0,0.05,75,PE,NFO-OPT,NFO
10708226,41829,NIFTY25D0925550CE,NIFTY,0.0,2025-12-09,25550.0,0.05,75,CE,NFO-OPT,NFO
10708482,41830,NIFTY25D0925550PE,NIFTY,0.0,2025-12-09,25550.0,0.05,75,PE,NFO-OPT,NFO
10707714,41827,NIFTY25D0925500CE,NIFTY,0.0,2025-12-09,25500.0,0.05,75,CE,NFO-OPT,NFO
10707970,41828,NIFTY25D0925500PE,NIFTY,0.0,2025-12-09,25500.0,0.05,75,PE,NFO-OPT,NFO
10707202,41825,NIFTY25D0925450CE,NIFTY,0.0,2025-12-09,25450.0,0.05,75,CE,NFO-OPT,NFO
10707458,41826,NIFTY25D0925450PE,NIFTY,0.0,2025-12-09,25450.0,0.05,75,PE,NFO-OPT,NFO
10706690,41823,NIFTY25D0925400CE,NIFTY,0.0,2025-12-09,25400.0,0.05,75,CE,NFO-OPT,NFO
10706946,41824,NIFTY25D0925400PE,NIFTY,0.0,2025-12-09,25400.0,0.05,75,PE,NFO-OPT,NFO
10706178,41821,NIFTY25D0925350CE,NIFTY,0.0,2025-12-09,25350.0,0.05,75,CE,NFO-OPT,NFO
10706434,41822,NIFTY25D0925350PE,NIFTY,0.0,2025-12-09,25350.0,0.05,75,PE,NFO-OPT,NFO
10705666,41819,NIFTY25D0925300CE,NIFTY,0.0,2025-12-09,25300.0,0.05,75,CE,NFO-OPT,NFO
10705922,41820,NIFTY25D0925300PE,NIFTY,0.0,2025-12-09,25300.0,0.05,75,PE,NFO-OPT,NFO
10705154,41817,NIFTY25D0925250CE,NIFTY,0.0,2025-12-09,25250.0,0.05,75,CE,NFO-OPT,NFO
10705410,41818,NIFTY25D0925250PE,NIFTY,0.0,2025-12-09,25250.0,0.05,75,PE,NFO-OPT,NFO
10704642,41815,NIFTY25D0925200CE,NIFTY,0.0,2025-12-09,25200.0,0.05,75,CE,NFO-OPT,NFO
10704898,41816,NIFTY25D0925200PE,NIFTY,0.0,2025-12-09,25200.0,0.05,75,PE,NFO-OPT,NFO
10704130,41813,NIFTY25D0925150CE,NIFTY,0.0,2025-12-09,25150.0,0.05,75,CE,NFO-OPT,NFO
10704386,41814,NIFTY25D0925150PE,NIFTY,0.0,2025-12-09,25150.0,0.05,75,PE,NFO-OPT,NFO
10701570,41803,NIFTY25D0925100CE,NIFTY,0.0,2025-12-09,25100.0,0.05,75,CE,NFO-OPT,NFO
10701826,41804,NIFTY25D0925100PE,NIFTY,0.0,2025-12-09,25100.0,0.05,75,PE,NFO-OPT,NFO
10699522,41795,NIFTY25D0925050CE,NIFTY,0.0,2025-12-09,25050.0,0.05,75,CE,NFO-OPT,NFO
10699778,41796,NIFTY25D0925050PE,NIFTY,0.0,2025-12-09,25050.0,0.05,75,PE,NFO-OPT,NFO
10699010,41793,NIFTY25D0925000CE,NIFTY,0.0,2025-12-09,25000.0,0.05,75,CE,NFO-OPT,NFO
10699266,41794,NIFTY25D0925000PE,NIFTY,0.0,2025-12-09,25000.0,0.05,75,PE,NFO-OPT,NFO
10697986,41789,NIFTY25D0924950CE,NIFTY,0.0,2025-12-09,24950.0,0.05,75,CE,NFO-OPT,NFO
10698242,41790,NIFTY25D0924950PE,NIFTY,0.0,2025-12-09,24950.0,0.05,75,PE,NFO-OPT,NFO
10694914,41777,NIFTY25D0924900CE,NIFTY,0.0,2025-12-09,24900.0,0.05,75,CE,NFO-OPT,NFO
10695170,41778,NIFTY25D0924900PE,NIFTY,0.0,2025-12-09,24900.0,0.05,75,PE,NFO-OPT,NFO
10694402,41775,NIFTY25D0924850CE,NIFTY,0.0,2025-12-09,24850.0,0.05,75,CE,NFO-OPT,NFO
10694658,41776,NIFTY25D0924850PE,NIFTY,0.0,2025-12-09,24850.0,0.05,75,PE,NFO-OPT,NFO
10693378,41771,NIFTY25D0924800CE,NIFTY,0.0,2025-12-09,24800.0,0.05,75,CE,NFO-OPT,NFO
10693634,41772,NIFTY25D0924800PE,NIFTY,0.0,2025-12-09,24800.0,0.05,75,PE,NFO-OPT,NFO
10692866,41769,NIFTY25D0924750CE,NIFTY,0.0,2025-12-09,24750.0,0.05,75,CE,NFO-OPT,NFO
10693122,41770,NIFTY25D0924750PE,NIFTY,0.0,2025-12-09,24750.0,0.05,75,PE,NFO-OPT,NFO
10691842,41765,NIFTY25D0924700CE,NIFTY,0.0,2025-12-09,24700.0,0.05,75,CE,NFO-OPT,NFO
10692098,41766,NIFTY25D0924700PE,NIFTY,0.0,2025-12-09,24700.0,0.05,75,PE,NFO-OPT,NFO
10690818,41761,NIFTY25D0924650CE,NIFTY,0.0,2025-12-09,24650.0,0.05,75,CE,NFO-OPT,NFO
10691074,41762,NIFTY25D0924650PE,NIFTY,0.0,2025-12-09,24650.0,0.05,75,PE,NFO-OPT,NFO
10690306,41759,NIFTY25D0924600CE,NIFTY,0.0,2025-12-09,24600.0,0.05,75,CE,NFO-OPT,NFO
10690562,41760,NIFTY25D0924600PE,NIFTY,0.0,2025-12-09,24600.0,0.05,75,PE,NFO-OPT,NFO
10689794,41757,NIFTY25D0924550CE,NIFTY,0.0,2025-12-09,24550.0,0.05,75,CE,NFO-OPT,NFO
10690050,41758,NIFTY25D0924550PE,NIFTY,0.0,2025-12-09,24550.0,0.05,75,PE,NFO-OPT,NFO
10689282,41755,NIFTY25D0924500CE,NIFTY,0.0,2025-12-09,24500.0,0.05,75,CE,NFO-OPT,NFO
10689538,41756,NIFTY25D0924500PE,NIFTY,0.0,2025-12-09,24500.0,0.05,75,PE,NFO-OPT,NFO
10688770,41753,NIFTY25D0924450CE,NIFTY,0.0,2025-12-09,24450.0,0.05,75,CE,NFO-OPT,NFO
10689026,41754,NIFTY25D0924450PE,NIFTY,0.0,2025-12-09,24450.0,0.05,75,PE,NFO-OPT,NFO
10688002,41750,NIFTY25D0924400CE,NIFTY,0.0,2025-12-09,24400.0,0.05,75,CE,NFO-OPT,NFO
10688258,41751,NIFTY25D0924400PE,NIFTY,0.0,2025-12-09,24400.0,0.05,75,PE,NFO-OPT,NFO
10687234,41747,NIFTY25D0924350CE,NIFTY,0.0,2025-12-09,24350.0,0.05,75,CE,NFO-OPT,NFO
10687490,41748,NIFTY25D0924350PE,NIFTY,0.0,2025-12-09,24350.0,0.05,75,PE,NFO-OPT,NFO
10686722,41745,NIFTY25D0924300CE,NIFTY,0.0,2025-12-09,24300.0,0.05,75,CE,NFO-OPT,NFO
